"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","ManUtd","Southampton",1,985,180,1,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"2","ManUtd","Southampton",2,985,180,2,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"3","ManUtd","Southampton",3,985,180,3,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"4","ManUtd","Southampton",4,985,180,4,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"5","ManUtd","Southampton",5,985,180,5,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"6","ManUtd","Southampton",6,985,180,6,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"7","ManUtd","Southampton",7,985,180,7,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"8","ManUtd","Southampton",8,985,180,8,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"9","ManUtd","Southampton",9,985,180,9,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"10","ManUtd","Southampton",10,985,180,10,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"11","ManUtd","Southampton",11,985,180,11,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"12","ManUtd","Southampton",12,985,180,12,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"13","ManUtd","Southampton",13,985,180,13,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"14","ManUtd","Southampton",14,985,180,14,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"15","ManUtd","Southampton",15,985,180,15,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"16","ManUtd","Southampton",16,985,180,16,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
"17","ManUtd","Southampton",17,985,180,17,0,0,0,0,0,0,0,0,0,0,"TIE",8,8,26,10,9,7,37,8,39,7,7,26,12,6,8,41,10,42
