"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","StokeCity","AstonVilla",1,512,405,1,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"2","StokeCity","AstonVilla",2,512,405,2,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"3","StokeCity","AstonVilla",3,512,405,3,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"4","StokeCity","AstonVilla",4,512,405,4,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"5","StokeCity","AstonVilla",5,512,405,5,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"6","StokeCity","AstonVilla",6,512,405,6,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"7","StokeCity","AstonVilla",7,512,405,7,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"8","StokeCity","AstonVilla",8,512,405,8,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"9","StokeCity","AstonVilla",9,512,405,9,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"10","StokeCity","AstonVilla",10,512,405,10,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"11","StokeCity","AstonVilla",11,512,405,11,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"12","StokeCity","AstonVilla",12,512,405,12,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"13","StokeCity","AstonVilla",13,512,405,13,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"14","StokeCity","AstonVilla",14,512,405,14,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"15","StokeCity","AstonVilla",15,512,405,15,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
"16","StokeCity","AstonVilla",16,512,405,16,0,0,0,0,0,0,0,0,0,0,"AWAY",12,12,20,5,7,8,11,-11,22,11,11,20,7,5,8,22,-2,26
