"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Arsenal","ManUtd",1,11,985,1,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"2","Arsenal","ManUtd",2,11,985,2,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"3","Arsenal","ManUtd",3,11,985,3,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"4","Arsenal","ManUtd",4,11,985,4,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"5","Arsenal","ManUtd",5,11,985,5,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"6","Arsenal","ManUtd",6,11,985,6,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"7","Arsenal","ManUtd",7,11,985,7,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"8","Arsenal","ManUtd",8,11,985,8,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"9","Arsenal","ManUtd",9,11,985,9,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"10","Arsenal","ManUtd",10,11,985,10,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"11","Arsenal","ManUtd",11,11,985,11,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"12","Arsenal","ManUtd",12,11,985,12,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"13","Arsenal","ManUtd",13,11,985,13,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"14","Arsenal","ManUtd",14,11,985,14,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"15","Arsenal","ManUtd",15,11,985,15,0,0,0,0,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"16","Arsenal","ManUtd",16,11,985,16,0,0,0,1,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"17","Arsenal","ManUtd",17,11,985,17,0,0,0,1,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"18","Arsenal","ManUtd",18,11,985,18,0,0,0,1,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"19","Arsenal","ManUtd",19,11,985,19,0,0,0,1,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
"20","Arsenal","ManUtd",20,11,985,20,0,0,0,1,0,0,0,0,0,0,"HOME",2,2,2,2,0,0,5,4,6,15,15,2,0,1,1,0,-2,1
