"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Leicester","HullCity",1,1003,3008,1,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"2","Leicester","HullCity",2,1003,3008,2,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"3","Leicester","HullCity",3,1003,3008,3,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"4","Leicester","HullCity",4,1003,3008,4,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"5","Leicester","HullCity",5,1003,3008,5,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"6","Leicester","HullCity",6,1003,3008,6,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"7","Leicester","HullCity",7,1003,3008,7,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"8","Leicester","HullCity",8,1003,3008,8,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"9","Leicester","HullCity",9,1003,3008,9,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"10","Leicester","HullCity",10,1003,3008,10,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"11","Leicester","HullCity",11,1003,3008,11,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"12","Leicester","HullCity",12,1003,3008,12,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"13","Leicester","HullCity",13,1003,3008,13,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"14","Leicester","HullCity",14,1003,3008,14,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"15","Leicester","HullCity",15,1003,3008,15,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"16","Leicester","HullCity",16,1003,3008,16,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"17","Leicester","HullCity",17,1003,3008,17,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"18","Leicester","HullCity",18,1003,3008,18,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"19","Leicester","HullCity",19,1003,3008,19,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"20","Leicester","HullCity",20,1003,3008,20,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"21","Leicester","HullCity",21,1003,3008,21,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"22","Leicester","HullCity",22,1003,3008,22,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"23","Leicester","HullCity",23,1003,3008,23,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
"24","Leicester","HullCity",24,1003,3008,24,0,0,0,0,0,0,0,0,0,0,"AWAY",17,17,18,3,7,8,18,-7,16,20,20,18,2,4,12,16,-15,10
