"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Southampton","Newcastle",1,180,762,1,0,0,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"2","Southampton","Newcastle",2,180,762,2,0,0,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"3","Southampton","Newcastle",3,180,762,3,0,0,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"4","Southampton","Newcastle",4,180,762,4,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"5","Southampton","Newcastle",5,180,762,5,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"6","Southampton","Newcastle",6,180,762,6,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"7","Southampton","Newcastle",7,180,762,7,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"8","Southampton","Newcastle",8,180,762,8,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"9","Southampton","Newcastle",9,180,762,9,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
"10","Southampton","Newcastle",10,180,762,10,0,1,0,0,0,0,0,0,0,0,"HOME",15,15,28,8,6,14,38,-11,30,16,16,28,6,9,13,39,-12,27
