"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","StokeCity","Wigan",1,512,1071,1,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"2","StokeCity","Wigan",2,512,1071,2,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"3","StokeCity","Wigan",3,512,1071,3,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"4","StokeCity","Wigan",4,512,1071,4,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"5","StokeCity","Wigan",5,512,1071,5,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"6","StokeCity","Wigan",6,512,1071,6,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"7","StokeCity","Wigan",7,512,1071,7,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"8","StokeCity","Wigan",8,512,1071,8,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"9","StokeCity","Wigan",9,512,1071,9,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"10","StokeCity","Wigan",10,512,1071,10,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"11","StokeCity","Wigan",11,512,1071,11,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"12","StokeCity","Wigan",12,512,1071,12,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"13","StokeCity","Wigan",13,512,1071,13,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"14","StokeCity","Wigan",14,512,1071,14,0,0,0,1,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
"15","StokeCity","Wigan",15,512,1071,15,1,0,0,2,0,0,0,0,0,0,"TIE",16,16,21,5,5,11,22,-24,20,12,12,21,6,7,8,19,-7,25
