"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"15",15,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"16",16,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"17",17,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"18",18,0,0,0,0,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"19",19,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"20",20,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"21",21,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"22",22,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"23",23,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"24",24,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"25",25,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"26",26,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"27",27,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"28",28,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"29",29,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"30",30,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"31",31,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"32",32,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"33",33,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"34",34,0,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"35",35,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"36",36,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"37",37,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"38",38,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"39",39,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"40",40,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"41",41,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"42",42,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"43",43,1,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"44",44,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"45",45,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"46",46,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"47",47,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"48",48,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"49",49,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"50",50,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"51",51,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"52",52,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"53",53,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"54",54,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"55",55,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
"56",56,2,0,0,1,0,0,0,0,0,0,2,11,8,2,1,16,8,26,19,11,3,2,6,10,-8,11,"Liverpool","WestBrom","HOME"
