"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"42",42,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"43",43,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"44",44,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"45",45,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"46",46,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"47",47,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"48",48,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"49",49,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"50",50,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"51",51,1,1,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"52",52,1,2,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"53",53,1,2,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"54",54,1,2,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"55",55,1,2,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"56",56,1,2,1,0,0,0,0,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"57",57,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"58",58,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"59",59,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"60",60,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"61",61,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"62",62,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"63",63,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"64",64,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"65",65,1,2,1,0,0,0,1,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"66",66,1,2,1,0,0,0,2,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"67",67,1,2,1,0,0,0,2,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"68",68,1,2,1,0,0,0,2,1,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"69",69,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"70",70,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"71",71,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"72",72,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"73",73,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"74",74,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"75",75,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"76",76,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"77",77,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"78",78,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"79",79,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"80",80,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"81",81,1,2,1,0,0,0,2,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"82",82,1,2,1,0,0,0,3,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"83",83,1,2,1,0,0,0,3,2,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"84",84,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"85",85,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"86",86,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"87",87,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"88",88,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"89",89,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
"90",90,1,2,1,0,0,0,3,3,0,0,14,28,9,5,14,35,-11,32,2,28,17,6,5,60,30,57,"Blackburn","Arsenal","AWAY"
